dataset,matcher,precision,recall,f1-measure
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/ekaw.owl,mongeElkan_matcher,0.15217391304347827,0.15217391304347827,0.2456140350877193
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/ekaw.owl,jiangConrath_matcher,0.625,0.625,0.5263157894736842
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/ekaw.owl,jaccardStemmed_matcher,0.7142857142857143,0.7142857142857143,0.5555555555555556
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/ekaw.owl,ngramDistance_matcher,0.7142857142857143,0.7142857142857143,0.5555555555555556
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/ekaw.owl,prefix_matcher,0.2631578947368421,0.2631578947368421,0.3333333333333333
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/ekaw.owl,levenshteinDistance_matcher,0.7142857142857143,0.7142857142857143,0.5555555555555556
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/ekaw.owl,smoaDistance_matcher,0.625,0.625,0.5263157894736842
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/ekaw.owl,level2_jaro,0.20588235294117646,0.20588235294117646,0.3111111111111111
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/ekaw.owl,soft_tfidf_jaro,0.8333333333333334,0.8333333333333334,0.5882352941176471
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/ekaw.owl,hammingDistance_matcher,0.7142857142857143,0.7142857142857143,0.5555555555555556
